user_id,item_id
224,8156
225,8125
226,9808
227,579
228,8465
229,5087
230,5277
231,250
232,5340
233,5687
234,24
235,24
236,24
237,3281
238,6127
239,24
240,24
241,3983
242,8229
243,5324
244,6039
245,3215
246,8472
247,9060
248,3293
249,5070
250,5602
251,5139
252,6020
253,9719
254,2208
255,3079
256,59
257,26
258,93
259,5418
260,2992
261,579
262,26
263,8794
264,26
265,26
266,26
267,8792
267,8782
267,4318
267,8592
267,4217
268,122
269,9866
270,5826
270,2254
270,477
270,9912
271,27
272,446
273,5195
274,3309
275,28
276,7967
277,6682
278,1054
279,6601
280,3359
281,1517
282,250
283,6120
284,3341
285,5496
286,8509
287,5690
288,5690
289,4093
290,5184
291,2572
292,8865
293,3018
294,9326
295,250
296,5325
297,5207
298,5230
299,28
300,9981
301,8112
302,8385
303,4521
304,681
305,597
306,28
307,4971
308,9095
309,28
310,4610
311,9179
312,1109
313,1196
314,7906
315,28
316,5432
317,7972
318,3211
319,6645
320,3341
321,2130
322,4002
323,7345
324,8371
325,8794
326,1120
327,1462
328,28
329,28
330,28
331,3251
332,1905
333,6165
334,7457
335,6939
336,5415
337,2942
338,4577
339,1803
340,2415
341,6844
342,7891
343,1563
344,6426
345,5728
345,8617
346,669
347,521
348,6796
349,4545
350,866
351,8385
352,28
353,6584
354,3628
355,28
356,28
357,5997
358,1979
359,4420
360,704
361,6180
362,531
363,245
364,252
365,29
366,2951
367,5056
368,5797
369,9197
370,268
371,2492
372,7025
373,5696
374,4360
375,9298
376,3591
377,9888
377,4634
378,3944
379,6749
380,1085
381,7515
382,6889
383,31
384,31
385,1682
386,7054
387,4220
388,4971
389,502
390,9397
390,105
391,6138
392,8951
393,755
394,31
395,306
396,8112
397,5602
398,9554
398,10313
398,10354
398,8900
398,7296
398,8054
398,9311
398,9082
398,1066
398,1895
398,635
398,10256
398,8628
399,1353
400,31
401,7442
402,1115
403,31
404,250
405,5093
406,5143
407,197
408,192
409,3566
410,8478
410,4546
410,9887
410,10114
410,9673
410,8912
411,117
412,6472
413,836
414,6944
415,563
416,4992
417,4541
418,1569
419,6847
420,59
421,7783
422,9559
423,823
424,4234
425,7778
426,549
427,33
428,579
429,33
430,5441
431,34
432,1212
433,34
434,1675
435,34
436,2621
437,3911
438,2818
438,35
438,6852
439,10296
439,9777
440,1732
440,5456
441,5034
442,1197
443,3221
444,35
445,6756
446,35
447,2069
448,5898
449,767
450,2474
451,93
452,2036
453,35
453,9624
454,488
455,1603
456,35
457,2743
458,9323
459,7381
460,4423
461,101
462,761
463,3683
464,6786
465,1742
466,1341
467,2683
467,10294
467,10387
467,10310
467,9895
468,5150
469,923
469,7761
469,1943
470,64
471,7587
472,36
473,9032
474,9288
475,4645
476,99
477,4313
478,1922
478,3269
478,445
479,5185
480,6768
481,10032
481,6680
482,4941
483,5207
483,9049
484,613
485,7296
486,1444
487,4499
488,1379
489,8917
490,5131
491,840
492,3581
493,585
494,2869
495,6728
496,9780
497,3810
498,4996
499,4220
500,1397
501,41
502,5455
502,10257
502,9342
503,8435
504,9628
504,9558
504,6728
504,9044
504,5909
504,9876
504,7250
504,8999
504,5610
504,7885
505,1582
506,1102
507,1432
508,43
509,1959
510,4789
511,304
512,366
513,9602
514,250
515,276
516,2994
516,3807
516,8804
516,1116
517,8762
518,630
519,161
520,4721
521,10051
522,44
523,8636
524,44
525,871
526,3281
527,3457
528,259
529,44
530,3532
531,3554
532,10321
532,1071
532,44
533,44
534,9183
535,8020
536,8408
537,9928
537,10337
537,9636
537,9383
537,3249
537,9941
537,3335
537,9018
537,8064
537,7198
537,5506
537,8943
537,44
538,3457
539,6756
540,44
540,382
541,44
542,7408
543,9239
544,9107
545,7974
546,1864
547,1103
547,1567
548,45
549,7120
550,4426
551,367
552,5397
553,4220
554,366
555,56
556,5074
557,1737
558,47
559,489
560,3505
561,3608
562,6946
563,850
564,48
565,118
566,9297
567,8866
567,10211
567,10356
567,10295
567,48
567,7892
568,1174
569,7598
570,1577
571,2646
572,638
573,8236
574,4220
575,1084
576,202
577,1006
578,2146
579,5037
580,87
581,50
582,10347
583,759
584,410
585,2873
586,9278
587,6116
588,7837
589,1067
590,1618
591,6517
592,1403
593,6376
594,5703
595,2625
596,9489
597,221
598,52
599,3275
600,9081
601,795
602,5423
603,53
604,8388
605,4677
606,4408
607,4301
608,1902
609,215
610,5809
611,53
612,8383
613,4478
614,3974
615,4240
616,9292
617,5465
618,1848
619,1472
620,488
621,53
622,4637
623,1074
624,7314
625,103
626,826
626,3243
626,812
626,245
626,690
627,2831
628,54
629,367
630,4099
631,10079
632,9100
632,9107
632,8804
632,4437
632,7736
632,6097
633,54
634,6518
635,6788
636,5944
637,8741
638,6165
639,5485
640,7421
641,10018
642,3889
643,8797
644,5858
644,2145
645,55
646,55
647,1214
648,55
649,8140
650,326
651,2988
652,3759
653,2301
654,5992
655,55
656,194
657,6120
658,131
659,3007
660,6003
660,9775
660,56
661,1793
662,6663
663,5178
664,4420
665,56
666,382
667,4768
668,702
669,10347
670,7671
671,3452
672,5487
673,2773
674,8289
675,2223
676,2795
677,7969
678,57
679,1385
680,366
681,57
682,326
683,8731
684,3317
685,93
686,5471
687,336
688,6639
689,59
690,3842
691,2389
691,7878
692,2116
693,9813
694,3370
695,59
696,2354
697,60
698,3012
699,2110
700,990
701,2250
702,165
703,61
704,592
705,5006
706,5325
707,2385
708,8651
709,1051
710,1256
711,2877
712,5068
713,3565
714,1174
715,93
716,7056
716,10139
716,5538
717,2665
718,6345
719,3781
720,808
721,9889
722,5335
723,1206
724,2645
725,2992
726,9519
727,63
728,4359
729,1188
730,2856
731,10162
732,63
733,1816
733,3944
733,9187
733,9910
733,477
734,1720
735,1592
736,3062
737,8480
738,4094
739,4525
740,1040
741,64
742,4233
743,9230
744,3817
745,1738
746,3560
747,65
748,2240
749,7035
749,8509
750,5595
751,477
752,66
753,2498
754,335
755,394
756,8580
757,1447
758,3345
759,6879
760,67
761,7558
762,3273
763,3731
764,68
765,68
766,2582
767,3201
768,5718
769,245
770,3659
770,7350
771,7376
772,6928
773,9813
774,1721
775,7353
775,9855
776,1387
777,9770
778,772
779,7298
780,4268
781,830
782,887
783,6168
784,5068
785,70
786,5217
787,5631
788,5899
789,133
790,997
791,7848
792,3168
793,71
794,787
795,7062
796,4540
797,5968
798,71
799,8338
800,9856
801,872
802,3053
803,160
804,658
805,8162
806,5799
807,635
807,238
807,241
807,3966
807,10217
807,9877
808,9969
809,89
810,9107
811,130
812,135
813,5341
814,4634
815,73
816,73
817,73
818,2540
819,699
820,9651
821,6313
822,4790
823,4960
824,75
825,2474
826,8444
827,4939
828,6332
829,5141
830,8789
831,145
832,2485
833,1234
834,4635
835,76
836,88
837,3822
838,9292
839,7513
839,1186
840,6097
841,7598
842,344
843,294
844,7994
845,6309
846,5325
847,7344
848,5256
849,8521
850,7952
851,8113
852,7138
853,6628
854,2663
855,4420
856,5809
857,1280
858,7733
859,5422
860,4423
861,7620
862,7752
863,9631
864,6576
865,9091
865,10186
866,8094
867,79
868,79
869,4420
870,5156
870,6823
871,79
872,4447
873,6910
873,6055
874,1801
875,4796
876,6349
877,7801
878,79
879,3045
880,9860
881,7061
882,1357
883,4141
884,5455
885,5324
886,6476
887,6593
888,8181
889,7077
890,1512
891,79
892,1663
893,5014
893,9799
894,805
895,7314
896,6467
897,6802
898,6239
899,3799
900,472
901,6466
902,80
903,7922
904,1661
905,9193
906,81
907,9125
908,1860
909,86
910,8908
911,185
912,93
912,5999
912,5990
913,3587
914,917
915,7842
916,8508
917,8233
918,6627
919,2784
920,5957
921,4613
922,7867
922,5301
922,4405
923,8632
924,481
925,7531
926,5066
927,1623
928,5802
929,6076
930,4425
931,3667
932,5908
933,7511
934,9340
935,1341
936,7661
937,7946
938,8651
939,4701
940,390
941,7526
942,6521
943,7082
944,10162
945,8789
946,4663
946,3341
947,5185
948,1145
949,5602
950,7227
951,5184
952,331
953,5150
954,2003
955,1959
956,83
957,8020
958,1721
959,2633
960,8382
961,9852
962,2762
963,6203
964,6389
965,84
966,84
967,1484
968,8792
969,6657
970,8453
971,84
972,2971
973,9829
974,10023
975,6161
976,85
977,1178
978,8811
979,626
980,4992
981,8972
982,130
983,5068
984,1938
985,2885
985,3108
986,3457
987,492
988,2727
989,9847
990,1934
991,3007
992,7748
993,516
994,1175
995,5994
996,7309
997,87
998,7130
999,6138
1000,93
1001,87
1002,87
1003,8196
1004,7992
1005,10247
1006,1567
1007,7213
1008,5959
1009,250
1010,253
1011,5562
1012,468
1013,9101
1014,326
1015,7203
1016,5529
1017,90
1018,6756
1019,2731
1020,3080
1021,124
1022,7113
1023,93
1024,2582
1025,8229
1026,1106
1027,5602
1028,87
1029,2137
1030,3406
1031,1786
1031,2984
1032,3190
1033,5994
1034,3880
1034,88
1035,872
1036,5912
1037,2220
1038,2530
1039,90
1040,93
1040,1737
1041,2201
1042,5234
1043,689
1044,2645
1045,6075
1046,7023
1046,3156
1046,6680
1047,2066
1048,92
1049,8731
1050,7420
1050,4148
1050,8435
1051,1164
1052,7153
1053,7974
1054,3157
1055,2356
1056,7325
1057,654
1058,4971
1059,7930
1060,1345
1061,93
1062,9833
1063,5207
1064,525
1065,4634
1066,3697
1067,1288
1068,122
1069,93
1070,3592
1071,5912
1072,1548
1073,250
1074,161
1075,2645
1076,1623
1077,6150
1078,93
1079,8859
1080,2221
1081,6135
1082,596
1083,93
1084,162
1085,10191
1086,7892
1087,163
1088,1396
1089,2945
1090,2729
1091,2725
1092,3104
1093,3341
1094,9327
1095,6162
1096,93
1097,4063
1098,93
1099,6397
1100,618
1101,253
1102,1232
1103,211
1104,1077
1105,3031
1106,9791
1106,2814
1107,7689
1108,93
1109,4892
1110,1623
1111,3132
1112,2520
1113,9263
1113,3259
1114,344
1115,1675
1116,613
1117,3637
1118,2040
1119,161
1120,9866
1121,218
1122,8599
1123,7950
1124,6007
1125,2351
1126,1243
1127,1326
1128,605
1129,93
1130,2935
1131,9866
1132,558
1133,1803
1134,93
1135,6989
1136,4917
1137,93
1138,9015
1139,1357
1140,227
1141,2315
1142,4222
1143,1614
1144,621
1145,2505
1146,1705
1147,93
1148,176
1149,9950
1150,3046
1151,3202
1152,3319
1153,1920
1154,93
1155,344
1156,8606
1157,4254
1158,9483
1159,5693
1160,3046
1161,5110
1162,5659
1163,840
1164,1635
1165,93
1166,7440
1167,8509
1168,5071
1169,5962
1170,2574
1171,2587
1172,93
1173,93
1174,4423
1175,1963
1176,93
1177,9258
1178,479
1179,4188
1180,373
1181,93
1182,4420
1183,3893
1184,3945
1185,3186
1186,94
1187,94
1187,7238
1188,10031
1189,94
1190,7645
1191,10032
1192,535
1193,95
1194,95
1195,95
1196,95
1197,6551
1198,6025
1199,8676
1200,4423
1201,1824
1202,2062
1203,1385
1204,95
1205,7946
1206,1217
1207,96
1208,5648
1209,268
1210,5153
1211,3259
1212,5476
1213,4212
1214,97
1215,97
1216,6991
1217,3874
1218,5602
1219,928
1220,97
1221,6151
1222,3156
1223,8113
1224,3659
1225,233
1226,4475
1227,99
1228,294
1229,2913
1230,7428
1231,100
1232,5446
1233,4222
1234,1577
1235,100
1236,592
1237,304
1238,2401
1239,817
1240,3046
1241,401
1242,8125
1243,3301
1244,6857
1245,3925
1245,7242
1246,3437
1247,2699
1248,7296
1248,8383
1249,6138
1250,2502
1251,9031
1252,176
1253,2645
1254,913
1255,5732
1256,4363
1257,3264
1258,9411
1259,104
1260,104
1261,104
1262,105
1263,7868
1264,9755
1265,4220
1266,8580
1267,9418
1268,2122
1268,7736
1268,3923
1269,6122
1270,9859
1270,2040
1270,4999
1270,4270
1270,8599
1270,9309
1270,9118
1270,4601
1271,849
1272,3341
1273,481
1274,8180
1275,2262
1276,6747
1276,6790
1276,7058
1277,8964
1278,9489
1279,105
1280,6479
1281,7377
1282,6325
1283,1357
1284,359
1285,5858
1286,506
1287,7891
1288,5050
1289,105
1290,105
1291,105
1292,9627
1293,6521
1294,713
1295,5351
1296,1842
1297,313
1298,3720
1299,2053
1300,4198
1301,9278
1302,432
1303,5235
1304,1393
1305,2036
1306,2052
1307,5888
1308,7487
1309,3341
1310,4030
1311,579
1312,2410
1313,4274
1314,923
1315,9601
1316,6162
1317,1102
1318,6160
1318,1555
1319,1162
1320,6180
1321,110
1322,4979
1323,7241
1324,4566
1325,165
1326,7023
1327,111
1328,3012
1329,3682
1330,8636
1331,5204
1332,5071
1333,6644
1334,6180
1335,2825
1336,2994
1337,8978
1338,7134
1339,1013
1340,113
1341,9813
1342,7733
1342,584
1343,9981
1344,6160
1345,9795
1346,3843
1347,2444
1348,4714
1349,233
1350,115
1351,5928
1352,6891
1353,8868
1354,7812
1355,758
1356,1444
1357,375
1358,6756
1359,1447
1360,8924
1361,3652
1362,2840
1363,6713
1364,7946
1365,736
1366,4933
1367,8991
1368,9326
1369,3457
1370,117
1371,4220
1372,8981
1373,117
1374,5103
1375,8332
1375,2220
1375,8698
1375,326
1375,5829
1375,7378
1376,1557
1377,8589
1378,9704
1379,10100
1380,3309
1381,1472
1382,120
1383,721
1384,4432
1385,7946
1385,4971
1386,4972
1386,2282
1387,5609
1388,121
1389,326
1390,1959
1391,2984
1392,3499
1393,2213
1394,6609
1395,215
1396,914
1396,8928
1396,7296
1397,597
1398,276
1399,1353
1400,6390
1401,7206
1402,124
1403,124
1404,7140
1405,6702
1406,412
1407,124
1408,4177
1409,1890
1410,139
1411,124
1412,751
1413,681
1414,124
1415,1518
1416,3274
1417,8077
1418,124
1419,125
1420,2056
1421,6367
1422,1241
1423,8131
1424,6036
1425,4020
1426,828
1427,7319
1428,2831
1428,734
1429,2918
1430,9134
1430,1565
1431,6494
1431,8635
1432,7950
1433,7395
1434,638
1435,7845
1436,2581
1437,5549
1438,8753
1439,2852
1440,8023
1441,5956
1442,9229
1443,129
1444,2448
1445,580
1446,857
1447,7774
1448,3783
1449,130
1450,8825
1451,540
1452,9157
1453,10162
1454,1709
1455,8719
1456,1436
1457,8865
1458,5139
1459,9037
1460,6017
1461,1389
1462,7263
1463,1248
1464,230
1465,2689
1466,1577
1467,3071
1468,5898
1469,6846
1470,4433
1471,4283
1472,1774
1473,326
1474,2153
1475,3087
1476,6563
1477,5171
1478,325
1479,985
1480,3310
1481,8163
1482,9884
1483,3051
1484,4100
1485,714
1485,569
1486,7817
1487,5649
1488,872
1489,8121
1490,3341
1491,1518
1492,4736
1492,4709
1493,2862
1494,4459
1495,3702
1496,6062
1497,140
1498,2808
1499,6684
1500,140
1501,3737
1502,140
1503,5998
1504,3162
1505,2042
1506,6494
1507,6255
1508,1529
1509,1529
1510,3532
1511,2522
1512,9436
1513,417
1514,9606
1515,3449
1516,356
1517,772
1518,558
1519,3483
1520,4954
1521,144
1522,1851
1523,144
1524,1207
1525,1003
1526,1850
1527,1139
1528,7555
1529,8763
1530,10116
1531,2971
1532,146
1533,5431
1534,497
1535,9039
1536,6311
1537,146
1538,5994
1539,5017
1540,8126
1541,613
1541,2825
1542,524
1543,6969
1544,7203
1545,1641
1546,2904
1547,149
1548,9736
1549,1513
1550,6693
1551,1369
1552,4884
1553,1106
1554,848
1555,3336
1556,150
1557,7241
1558,7482
1559,4966
1560,5185
1561,5186
1562,2092
1563,152
1564,3457
1565,152
1566,215
1567,657
1568,292
1569,3401
1570,153
1571,10054
1572,2261
1573,153
1574,376
1575,1513
1576,484
1576,5769
1577,1010
1577,8559
1578,1577
1579,8855
1580,1167
1581,7692
1581,3007
1582,418
1583,915
1584,1570
1585,2933
1585,2977
1586,156
1587,156
1588,507
1589,9551
1590,2791
1591,158
1592,1280
1593,9975
1594,3310
1595,437
1596,9303
1597,9072
1597,3333
1597,1059
1598,8477
1599,6796
1600,3677
1601,672
1602,6413
1603,455
1604,1867
1605,681
1606,3873
1607,1059
1608,5655
1609,6116
1610,6954
1611,161
1612,9435
1613,288
1614,3275
1615,7941
1616,3603
1617,7664
1618,6160
1619,6129
1620,4063
1621,1301
1622,408
1623,1790
1624,161
1625,9411
1626,5349
1627,4833
1628,1941
1629,1179
1630,5274
1631,214
1632,5912
1633,1794
1634,9170
1635,362
1636,2582
1637,8383
1638,3943
1638,858
1638,336
1639,10343
1639,9910
1640,8166
1641,482
1642,163
1643,5945
1644,8321
1645,5889
1646,163
1647,975
1648,3385
1649,9866
1649,435
1650,2201
1651,613
1652,8719
1653,983
1654,165
1655,166
1656,6994
1657,586
1658,4377
1659,658
1660,3218
1661,1049
1662,3147
1663,166
1664,3508
1665,6834
1666,167
1667,2791
1668,7817
1669,4075
1670,4191
1671,168
1672,1890
1673,4433
1674,2992
1675,4388
1676,7662
1677,2147
1678,6968
1679,4423
1680,6467
1681,2221
1681,6792
1682,168
1683,3211
1684,1641
1685,4305
1686,6687
1687,2992
1688,389
1689,8712
1690,9294
1691,3879
1692,3657
1693,6687
1694,469
1695,5912
1696,1322
1697,170
1698,1577
1699,3218
1700,5655
1701,5398
1702,8974
1703,170
1704,400
1705,170
1706,2791
1707,2775
1708,2351
1708,8480
1709,7206
1710,171
1711,557
1712,2965
1712,172
1713,5135
1714,1142
1715,3327
1716,9205
1716,172
1717,6058
1718,173
1719,4274
1720,6201
1721,1959
1722,7453
1723,2351
1724,5908
1725,3358
1726,1357
1727,7435
1728,404
1729,1187
1730,175
1731,2616
1732,1053
1733,7569
1733,644
1734,9508
1735,8508
1736,3079
1737,2210
1738,6579
1739,8045
1740,549
1741,1623
1742,5526
1743,176
1744,1943
1745,186
1746,176
1747,2218
1748,697
1749,8944
1750,346
1751,5620
1752,1999
1753,8782
1753,7617
1753,2326
1754,5604
1755,7206
1756,343
1757,5068
1758,1059
1759,178
1760,212
1761,7702
1762,2444
1763,435
1764,2184
1765,8787
1766,570
1767,823
1768,179
1769,6916
1770,1155
1771,7852
1772,180
1773,180
1774,180
1775,180
1776,6644
1777,5886
1778,3900
1779,6502
1780,6337
1781,6786
1782,3171
1783,8282
1784,3783
1785,6499
1786,2856
1787,2582
1788,7589
1789,3079
1790,7292
1791,7042
1792,3711
1793,3775
1794,6786
1795,4879
1796,5716
1797,6911
1798,5082
1799,9880
1800,9399
1801,1428
1802,3560
1803,6120
1804,3628
1805,3341
1806,6627
1807,180
1808,9438
1809,6687
1810,7891
1811,6800
1812,2926
1813,180
1814,6498
1815,6687
1816,8662
1817,4884
1818,5949
1819,1544
1820,6258
1821,564
1822,7104
1823,7298
1824,181
1825,181
1826,6560
1827,181
1828,840
1829,1064
1830,9582
1831,182
1832,7661
1833,182
1834,2716
1835,1097
1836,6482
1837,7922
1838,6026
1839,182
1840,7891
1841,6475
1842,8378
1843,182
1844,3166
1845,8266
1846,182
1847,7728
1848,8125
1849,8321
1850,9342
1851,7891
1852,2994
1853,10129
1853,3622
1853,8036
1854,182
1855,182
1856,7797
1857,7423
1858,8069
1859,182
1860,1677
1861,9576
1862,5477
1863,6116
1864,7804
1865,8424
1866,8727
1867,8124
1868,5727
1869,1413
1870,8125
1871,4662
1872,182
1873,7611
1874,5185
1875,7960
1876,8321
1877,5071
1878,2357
1879,2230
1880,5527
1881,8610
1882,182
1883,8282
1884,8860
1885,8071
1886,7917
1887,677
1888,8181
1889,8509
1890,183
1891,183
1892,6224
1893,8448
1894,6559
1895,4478
1896,8830
1896,8164
1897,8008
1898,4033
1899,183
1900,8658
1901,183
1902,1705
1903,941
1904,9316
1905,9813
1906,5951
1907,8222
1908,7758
1909,8549
1910,5623
1911,2301
1912,208
1913,8432
1914,8924
1915,183
1916,3813
1917,4876
1918,5676
1919,10079
1920,6329
1921,183
1922,7972
1923,4150
1924,183
1925,1116
1926,6545
1927,183
1928,7505
1929,5140
1930,4369
1931,1166
1932,2992
1933,6435
1934,4432
1935,4308
1936,6702
1937,6110
1938,6222
1939,8618
1940,2832
1941,3155
1942,2810
1943,1285
1944,8304
1945,1930
1946,4363
1947,7481
1948,2587
1949,3148
1950,3345
1951,4420
1952,186
1953,187
1954,8112
1955,1078
1956,3998
1957,5846
1958,3079
1959,188
1960,638
1961,1601
1962,2887
1963,3259
1964,1641
1965,731
1966,7891
1967,189
1968,8477
1968,8130
1969,5002
1970,1234
1971,1966
1972,448
1973,190
1974,531
1975,7423
1976,4220
1977,6162
1978,10254
1979,5103
1980,5155
1981,2582
1982,192
1983,6384
1984,9231
1985,275
1986,4512
1987,1794
1988,4974
1989,9100
1989,9150
1990,5465
1991,1378
1992,194
1993,1077
1994,7161
1995,6535
1996,1630
1997,6034
1998,1605
1999,5939
2000,196
2001,3193
2001,9150
2002,5187
2003,5207
2004,196
2005,3148
2006,3802
2007,3157
2008,1002
2009,6055
2010,10167
2011,9914
2011,3039
2011,9055
2011,9281
2011,10236
2011,515
2011,10225
2011,5718
2012,1605
2013,1340
2014,5605
2015,6733
2016,198
2017,3746
2018,198
2019,6631
2020,9486
2021,198
2022,4721
2023,4609
2024,199
2025,2548
2026,6160
2027,3721
2028,3149
2028,9193
2029,7860
2030,1723
2031,199
2032,872
2033,6712
2034,7159
2035,3341
2036,201
2037,236
2038,9599
2039,1653
2040,7965
2041,3243
2042,202
2043,4048
2044,7402
2045,7973
2046,6349
2047,1635
2048,531
2049,203
2050,7471
2051,2984
2052,2442
2053,3457
2054,3273
2055,7930
2056,5687
2057,1463
2058,1590
2059,204
2060,9264
2061,6048
2062,2555
2063,8768
2064,3045
2065,3031
2065,8420
2066,1654
2067,5050
2068,2179
2069,4058
2070,1577
2071,5858
2072,3882
2072,1567
2073,591
2073,1494
2074,2992
2075,3023
2076,4423
2077,5889
2078,5858
2079,5484
2080,4428
2081,3245
2082,6849
2083,205
2084,3463
2085,5465
2086,7862
2087,6768
2088,8358
2088,10004
2088,6986
2089,6413
2090,793
2091,3216
2092,206
2093,8878
2094,7412
2095,7098
2095,2040
2096,914
2097,7308
2098,3828
2099,207
2100,207
2101,1754
2102,5245
2103,6725
2104,7650
2105,5969
2106,6867
2107,487
2108,7878
2109,3876
2110,7837
2111,7657
2112,209
2112,8017
2113,5109
2114,8005
2115,276
2116,1586
2117,209
2118,3045
2119,8795
2119,7824
2119,209
2120,3360
2121,1006
2122,7591
2123,8071
2124,8060
2125,5007
2126,1731
2127,2645
2128,8031
2129,210
2130,5190
2131,1099
2132,1603
2133,414
2134,802
2135,323
2136,3414
2137,1695
2138,4601
2139,210
2140,1069
2141,211
2142,601
2142,1472
2143,10354
2143,9158
2143,9134
2143,9077
2143,7603
2143,9275
2143,7504
2143,4828
2143,5778
2143,6998
2144,10027
2144,4778
2145,4890
2146,618
2147,2276
2148,4918
2149,838
2150,2756
2151,7852
2152,6680
2153,7896
2154,2829
2155,214
2156,3098
2157,648
2158,750
2159,215
2160,580
2161,8548
2161,5909
2161,6384
2161,9664
2161,9940
2161,9010
2161,8987
2161,4805
2161,8879
2161,9527
2161,8927
2161,9921
2162,10105
2163,7241
2164,5338
2165,2991
2166,7946
2167,1059
2168,613
2168,326
2169,762
2170,215
2171,8071
2172,8727
2172,8588
2172,1698
2173,9134
2174,638
2175,5178
2175,1620
2175,10324
2176,2104
2177,215
2178,215
2179,215
2180,4372
2180,5862
2181,9654
2182,7598
2183,8811
2184,7980
2185,7578
2186,10191
2187,8023
2188,7800
2189,5068
2190,10188
2190,8928
2190,1777
2190,9367
2190,3432
2191,216
2192,985
2193,5858
2194,4618
2195,10187
2196,9995
2197,8061
2197,4220
2197,6107
2197,7310
2198,9793
2199,10040
2200,6676
2201,10051
2202,5789
2203,4063
2203,3012
2203,3259
2204,216
2205,4637
2206,5277
2207,2245
2208,2784
2209,9947
2210,217
2211,7796
2212,7461
2213,218
2214,218
2215,1115
2216,1241
2217,618
2218,5001
2219,7942
2220,7699
2221,10354
2222,220
2223,6135
2223,7537
2224,4319
2225,3079
2226,343
2227,6023
2228,221
2229,221
2230,3580
2231,1959
2232,2935
2233,3457
2234,5905
2235,947
2236,221
2237,595
2238,3721
2239,7097
2240,825
2241,222
2242,222
2243,317
2244,1042
2245,5602
2246,2887
2246,7402
2247,5055
2248,6534
2249,1404
2250,1793
2251,3046
2252,1549
2253,1475
2254,2041
2255,1006
2256,1761
2257,6751
2258,1235
2259,225
2260,10195
2261,601
2262,654
2263,3341
2264,225
2265,5754
2266,225
2267,7315
2268,1557
2269,5473
2270,4423
2271,225
2272,6535
2273,5690
2274,225
2275,225
2276,3071
2277,9270
2278,5980
2279,405
2280,7402
2281,268
2282,6397
2283,770
2284,339
2285,1459
2286,1436
2287,5670
2288,3157
2289,358
2290,6865
2291,6162
2292,1146
2293,5204
2294,4302
2295,757
2296,8712
2297,3779
2298,868
2299,692
2300,230
2301,8498
2302,250
2303,3655
2304,9431
2305,343
2306,7504
2307,5392
2308,7671
2309,3118
2310,231
2311,960
2312,5773
2313,232
2314,7745
2315,6108
2316,9219
2317,6116
2318,9186
2319,3156
2320,9186
2321,234
2322,2993
2323,7393
2324,9848
2325,472
2326,235
2327,5754
2328,251
2329,235
2330,5140
2331,2121
2332,4860
2333,4420
2334,1629
2335,1014
2336,930
2337,4266
2338,7972
2339,392
2340,6158
2341,3079
2342,8513
2343,5161
2344,237
2345,8327
2346,8384
2347,421
2348,8423
2349,2260
2350,2522
2351,7252
2352,8909
2352,250
2353,4058
2354,4568
2355,834
2355,1623
2356,825
2357,6303
2358,239
2359,5000
2360,239
2361,7655
2362,257
2363,9211
2364,1803
2365,5969
2366,3351
2367,7296
2368,6479
2369,241
2370,8165
2371,6397
2372,8981
2373,3341
2374,4438
2375,4432
2376,241
2377,9106
2378,4960
2379,7946
2380,6690
2381,9271
2382,10297
2383,7972
2384,10244
